"","week","group","mouse","weight","sex"
"14917",55,"group 3","164","44","male"
"14918",56,"group 3","164","43.6","male"
"14919",57,"group 3","164","44","male"
"14920",58,"group 3","164","44.1","male"
"14921",59,"group 3","164","41.7","male"
"14922",60,"group 3","164","40.9","male"
"14923",61,"group 3","164","42.6","male"
"14924",62,"group 3","164","42.4","male"
"14925",63,"group 3","164","43.1","male"
"14926",64,"group 3","164","42.8","male"
"14927",65,"group 3","164","41.2","male"
"14928",66,"group 3","164","41","male"
"14929",67,"group 3","164","39.7","male"
"14930",68,"group 3","164","40.1","male"
"14931",69,"group 3","164","39.8","male"
"14932",70,"group 3","164","38.8","male"
"14933",71,"group 3","164","39.2","male"
"14934",72,"group 3","164","38.5","male"
"14935",73,"group 3","164","37.4","male"
"14955",1,"group 3","165","18.5","male"
"14956",2,"group 3","165","23.6","male"
"14957",3,"group 3","165","25.6","male"
"14958",4,"group 3","165","26.8","male"
"14959",5,"group 3","165","28","male"
"14960",6,"group 3","165","30","male"
"14961",7,"group 3","165","32.799999999999997","male"
"14962",8,"group 3","165","31.3","male"
"14963",9,"group 3","165","32.799999999999997","male"
"14964",10,"group 3","165","35","male"
"14965",11,"group 3","165","36.1","male"
"14966",12,"group 3","165","35.9","male"
"14967",13,"group 3","165","36.700000000000003","male"
"14968",14,"group 3","165","36.9","male"
"14969",15,"group 3","165","36.4","male"
"14970",16,"group 3","165","37.5","male"
"14971",17,"group 3","165","39.299999999999997","male"
"14972",18,"group 3","165","40.9","male"
"14973",19,"group 3","165","38.799999999999997","male"
"14974",20,"group 3","165","40.1","male"
"14975",21,"group 3","165","39.299999999999997","male"
"14976",22,"group 3","165","40.6","male"
"14977",23,"group 3","165","39.4","male"
"14978",24,"group 3","165","39.700000000000003","male"
"14979",25,"group 3","165","39","male"
"14980",26,"group 3","165","36.5","male"
"14981",27,"group 3","165","38.5","male"
"14982",28,"group 3","165","38.5","male"
"14983",29,"group 3","165","37.700000000000003","male"
"14984",30,"group 3","165","38.9","male"
"14985",31,"group 3","165","38.799999999999997","male"
"14986",32,"group 3","165","37","male"
"14987",33,"group 3","165","37.6","male"
"14988",34,"group 3","165","41.9","male"
"14989",35,"group 3","165","39.200000000000003","male"
"14990",36,"group 3","165","39.9","male"
"14991",37,"group 3","165","40.9","male"
"14992",38,"group 3","165","43","male"
"14993",39,"group 3","165","40","male"
"14994",40,"group 3","165","40.799999999999997","male"
"14995",41,"group 3","165","42.4","male"
"14996",42,"group 3","165","43","male"
"14997",43,"group 3","165","44.1","male"
"14998",44,"group 3","165","43.8","male"
"14999",45,"group 3","165","43.3","male"
"15000",46,"group 3","165","45.2","male"
"15001",47,"group 3","165","46.1","male"
"15002",48,"group 3","165","45.6","male"
"15003",49,"group 3","165","44.7","male"
"15004",50,"group 3","165","45.4","male"
"15005",51,"group 3","165","43.7","male"
"15006",52,"group 3","165","43.8","male"
"15007",53,"group 3","165","43.2","male"
"15008",54,"group 3","165","46.4","male"
"15009",55,"group 3","165","47.3","male"
"15010",56,"group 3","165","44.8","male"
"15011",57,"group 3","165","45.6","male"
"15012",58,"group 3","165","46.3","male"
"15013",59,"group 3","165","47.7","male"
"15014",60,"group 3","165","45.8","male"
"15015",61,"group 3","165","47","male"
"15016",62,"group 3","165","47.6","male"
"15017",63,"group 3","165","47.7","male"
"15018",64,"group 3","165","44.1","male"
"15019",65,"group 3","165","45.7","male"
"15020",66,"group 3","165","44.8","male"
"15021",67,"group 3","165","47.1","male"
"15022",68,"group 3","165","46.9","male"
"15023",69,"group 3","165","47.2","male"
"15024",70,"group 3","165","46.1","male"
"15025",71,"group 3","165","45.2","male"
"15026",72,"group 3","165","43","male"
"15027",73,"group 3","165","38.799999999999997","male"
"15047",1,"group 3","166","19.6","male"
"15048",2,"group 3","166","23.6","male"
"15049",3,"group 3","166","26.6","male"
"15050",4,"group 3","166","25.5","male"
"15051",5,"group 3","166","27.1","male"
"15052",6,"group 3","166","28.7","male"
"15053",7,"group 3","166","30","male"
"15054",8,"group 3","166","34.7","male"
"15055",9,"group 3","166","31.8","male"
"15056",10,"group 3","166","31.8","male"
"15057",11,"group 3","166","32.3","male"
"15058",12,"group 3","166","33.6","male"
"15059",13,"group 3","166","33.3","male"
"15060",14,"group 3","166","34.6","male"
"15061",15,"group 3","166","34","male"
"15062",16,"group 3","166","34.2","male"
"15063",17,"group 3","166","34.8","male"
"15064",18,"group 3","166","35.5","male"
"15065",19,"group 3","166","35.2","male"
"15066",20,"group 3","166","34.5","male"
"15067",21,"group 3","166","34.2","male"
"15068",22,"group 3","166","34.7","male"
"15069",23,"group 3","166","33.4","male"
"15070",24,"group 3","166","32.6","male"
"15071",25,"group 3","166","31.9","male"
"15072",26,"group 3","166","33.5","male"
"15073",27,"group 3","166","33.5","male"
"15074",28,"group 3","166","33.5","male"
"15075",29,"group 3","166","34.9","male"
"15076",30,"group 3","166","34.1","male"
"15077",31,"group 3","166","34.9","male"
"15078",32,"group 3","166","36","male"
"15079",33,"group 3","166","35.1","male"
"15080",34,"group 3","166","37.7","male"
"15081",35,"group 3","166","36.3","male"
"15082",36,"group 3","166","36.5","male"
"15083",37,"group 3","166","35.6","male"
"15084",38,"group 3","166","38.6","male"
"15085",39,"group 3","166","36.5","male"
"15087",41,"group 3","166","40.2","male"
"15088",42,"group 3","166","40.9","male"
"15089",43,"group 3","166","42.2","male"
"15090",44,"group 3","166","43.8","male"
"15091",45,"group 3","166","43.6","male"
"15092",46,"group 3","166","44.9","male"
"15093",47,"group 3","166","45.1","male"
"15094",48,"group 3","166","45.3","male"
"15095",49,"group 3","166","47.2","male"
"15096",50,"group 3","166","45.6","male"
"15097",51,"group 3","166","45.3","male"
"15098",52,"group 3","166","30.3","male"
"15099",53,"group 3","166","44","male"
"15100",54,"group 3","166","42.6","male"
"15101",55,"group 3","166","44.4","male"
"15102",56,"group 3","166","44.4","male"
"15103",57,"group 3","166","45.5","male"
"15104",58,"group 3","166","44.5","male"
"15105",59,"group 3","166","41.5","male"
"15106",60,"group 3","166","43.9","male"
"15107",61,"group 3","166","43.2","male"
"15108",62,"group 3","166","44.2","male"
"15109",63,"group 3","166","45","male"
"15110",64,"group 3","166","45.9","male"
"15111",65,"group 3","166","45","male"
"15112",66,"group 3","166","44","male"
"15113",67,"group 3","166","44.1","male"
"15114",68,"group 3","166","44.4","male"
"15115",69,"group 3","166","44.6","male"
"15116",70,"group 3","166","42.8","male"
"15117",71,"group 3","166","42.8","male"
"15118",72,"group 3","166","41.7","male"
"15119",73,"group 3","166","41.7","male"
"15139",1,"group 3","167","16.5","male"
"15140",2,"group 3","167","20.5","male"
"15141",3,"group 3","167","24","male"
"15142",4,"group 3","167","25.4","male"
"15143",5,"group 3","167","29.5","male"
"15144",6,"group 3","167","31.4","male"
"15145",7,"group 3","167","33.6","male"
"15146",8,"group 3","167","33.700000000000003","male"
"15147",9,"group 3","167","36.1","male"
"15148",10,"group 3","167","25.9","male"
"15149",11,"group 3","167","37.1","male"
"15150",12,"group 3","167","38.200000000000003","male"
"15151",13,"group 3","167","38.1","male"
"15152",14,"group 3","167","40.200000000000003","male"
"15153",15,"group 3","167","40.200000000000003","male"
"15154",16,"group 3","167","41.8","male"
"15155",17,"group 3","167","40.9","male"
"15156",18,"group 3","167","43.1","male"
"15157",19,"group 3","167","42.6","male"
"15158",20,"group 3","167","42.1","male"
"15159",21,"group 3","167","40.700000000000003","male"
"15160",22,"group 3","167","40.4","male"
"15161",23,"group 3","167","36.9","male"
"15162",24,"group 3","167","35.700000000000003","male"
"15163",25,"group 3","167","34.299999999999997","male"
"15164",26,"group 3","167","34","male"
"15165",27,"group 3","167","35.299999999999997","male"
"15166",28,"group 3","167","35.299999999999997","male"
"15167",29,"group 3","167","33.9","male"
"15168",30,"group 3","167","34.299999999999997","male"
"15169",31,"group 3","167","35.700000000000003","male"
"15170",32,"group 3","167","37","male"
"15171",33,"group 3","167","37.799999999999997","male"
"15172",34,"group 3","167","39.9","male"
"15173",35,"group 3","167","39.4","male"
"15174",36,"group 3","167","38.799999999999997","male"
"15175",37,"group 3","167","38.299999999999997","male"
"15176",38,"group 3","167","42.3","male"
"15177",39,"group 3","167","36.6","male"
"15178",40,"group 3","167","34.700000000000003","male"
"15179",41,"group 3","167","33.5","male"
"15180",42,"group 3","167","35.6","male"
"15181",43,"group 3","167","37","male"
"15182",44,"group 3","167","38","male"
"15183",45,"group 3","167","38.200000000000003","male"
"15184",46,"group 3","167","38.299999999999997","male"
"15185",47,"group 3","167","39.799999999999997","male"
"15186",48,"group 3","167","39.299999999999997","male"
"15187",49,"group 3","167","38.6","male"
"15188",50,"group 3","167","40","male"
"15189",51,"group 3","167","39.4","male"
"15190",52,"group 3","167","37.700000000000003","male"
"15191",53,"group 3","167","35.700000000000003","male"
"15192",54,"group 3","167","38.1","male"
"15193",55,"group 3","167","39.4","male"
"15194",56,"group 3","167","37.200000000000003","male"
"15195",57,"group 3","167","38.200000000000003","male"
"15196",58,"group 3","167","37.1","male"
"15197",59,"group 3","167","38.4","male"
"15198",60,"group 3","167","39.1","male"
"15199",61,"group 3","167","38.299999999999997","male"
"15200",62,"group 3","167","37.4","male"
"15201",63,"group 3","167","37.5","male"
"15202",64,"group 3","167","34.700000000000003","male"
"15203",65,"group 3","167","36.700000000000003","male"
"15204",66,"group 3","167","38","male"
"15205",67,"group 3","167","38.200000000000003","male"
"15206",68,"group 3","167","36.9","male"
"15207",69,"group 3","167","37.200000000000003","male"
"15208",70,"group 3","167","36.4","male"
"15209",71,"group 3","167","37.299999999999997","male"
"15210",72,"group 3","167","35.700000000000003","male"
"15211",73,"group 3","167","36.1","male"
"15231",1,"group 3","168","18.600000000000001","male"
"15232",2,"group 3","168","23.8","male"
"15233",3,"group 3","168","26.5","male"
"15234",4,"group 3","168","27.8","male"
"15235",5,"group 3","168","29.3","male"
"15236",6,"group 3","168","32.299999999999997","male"
"15237",7,"group 3","168","34.200000000000003","male"
"15238",8,"group 3","168","34.6","male"
"15239",9,"group 3","168","38","male"
"15240",10,"group 3","168","38.5","male"
"15241",11,"group 3","168","36","male"
"15242",12,"group 3","168","38.299999999999997","male"
"15243",13,"group 3","168","39.5","male"
"15244",14,"group 3","168","39.6","male"
"15245",15,"group 3","168","41.2","male"
"15246",16,"group 3","168","41.8","male"
"15247",17,"group 3","168","42.3","male"
"15248",18,"group 3","168","43","male"
"15249",19,"group 3","168","43.5","male"
"15250",20,"group 3","168","43.1","male"
"15323",1,"group 3","169","17.2","male"
"15324",2,"group 3","169","22.2","male"
"15325",3,"group 3","169","25","male"
"15326",4,"group 3","169","28","male"
"15327",5,"group 3","169","29.7","male"
"15328",6,"group 3","169","31.1","male"
"15329",7,"group 3","169","33.299999999999997","male"
"15330",8,"group 3","169","33.299999999999997","male"
"15331",9,"group 3","169","35.700000000000003","male"
"15332",10,"group 3","169","37.4","male"
"15333",11,"group 3","169","37.6","male"
"15334",12,"group 3","169","39.4","male"
"15335",13,"group 3","169","38.700000000000003","male"
"15336",14,"group 3","169","40.299999999999997","male"
"15337",15,"group 3","169","41.3","male"
"15338",16,"group 3","169","41.5","male"
"15339",17,"group 3","169","42","male"
"15340",18,"group 3","169","41.1","male"
"15341",19,"group 3","169","41.7","male"
"15342",20,"group 3","169","41.6","male"
"15343",21,"group 3","169","43.2","male"
"15344",22,"group 3","169","43.3","male"
"15345",23,"group 3","169","42.7","male"
"15346",24,"group 3","169","44","male"
"15347",25,"group 3","169","44.3","male"
"15348",26,"group 3","169","44","male"
"15349",27,"group 3","169","45","male"
"15350",28,"group 3","169","45","male"
"15351",29,"group 3","169","45.7","male"
"15352",30,"group 3","169","43.8","male"
"15353",31,"group 3","169","46.2","male"
"15354",32,"group 3","169","46.8","male"
"15355",33,"group 3","169","46.2","male"
